Title,Artist,ReleaseDate,Info,MetaScore,UserScore,Cover
Payola,Desaparecidos,"June 23, 2015",The punk band led by Conor Oberst returns from a 13-year hiatus for its second full-length release that was co-produced by Mike Mogis.,76,7.3,https://static.metacritic.com/images/products/music/9/8842e8ab2e73c4c4c2e922acbaf80ec0-98.jpg
The Eraser,Thom Yorke,"July 11, 2006","Nigel Godrich produced this 9-song solo debut for the Radiohead frontman, which mainly sounds like--shockingly--a Radiohead album, albeit with much less guitar.",76,8.3,https://static.metacritic.com/images/products/music/1/f502719bc483751970bf6d71a9759b55-98.jpg
The Visitor,Matias Aguayo,"June 25, 2013","The third full-length solo release for the South American dance producer/artist includes contributions from Philipp Gorbachev, Ana Helder, Daniel Maloso, Alejandro Paz, Juliana Gattas, A'rea Negrot, Liset Alea and Jorge Gonz lez.",76,8.2,https://static.metacritic.com/images/products/music/4/fc6e4a9bee7932637a9144daadcb06a7-98.jpg
I Know What Love Isn't,Jens Lekman,"September 4, 2012",The Swedish singer-songwriter's first album in five years was influenced by a break-up.,76,7.8,https://static.metacritic.com/images/products/music/4/43c6ad96ca82e7b517fb595212b668fa-98.jpg
Tales from the Realm of the Queen of Pentacles,Suzanne Vega,"February 18, 2014",The first release of original material in seven years for the New York singer-songwriter was produced by Gerry Leonard.,76,7.2,https://static.metacritic.com/images/products/music/3/befa2369786d6fd5c54669c8b6668d71-98.jpg
Balf Quarry,Magik Markers,"May 5, 2009",The latest album for the band from Connecticut was produced by Scott Colburn.,76,8.0,https://static.metacritic.com/images/products/music/1/48f2b794dce2b57bb5f0a71d90650e7a-98.jpg
Go,Jónsi,"April 6, 2010","After releasing an album with boyfriend Alex Somers in 2009, the Sigur Ros singer returns with his first solo album produced with Peter Katis.",76,8.3,https://static.metacritic.com/images/products/music/5/05ea9fe183033dd4f1e9e92456a40026-98.jpg
Parallax Error Beheads You,Max Tundra,"November 18, 2008",British electronica artist Ben Jacobs returns from a six year absence to release his third album under the Max Tundra name.,76,7.7,https://static.metacritic.com/images/products/music/6/84dee370343b456c8ae86c32684dbfc2-98.jpg
Mutator,Alan Vega,"April 23, 2021",The posthumous solo release of the Suicide frontman's songs recorded with Liz Lamere in 1995-1996.,76,8.7,https://static.metacritic.com/images/products/music/5/d55acfde4c0e2dd39486047391e83064-98.jpg
Badlands,Dirty Beaches,"March 8, 2011",This is the latest album for the Canada-based Taiwanese lo-fi indie singer Alex Zhang Hungtai.,76,8.1,https://static.metacritic.com/images/products/music/9/9dc2127027736bebcf59b2bc50d1ff1c-98.jpg
On a Mission,Katy B,"September 13, 2011","The UK singer's debut album is an eclectic mix of electronic pop, dubstep and R&B.",76,7.5,https://static.metacritic.com/images/products/music/8/1007da78198a60046f312165e2e8a0a4-98.jpg
Paper Airplane,Alison Krauss & Union Station,"April 12, 2011","Alison Krauss brings a bluegrass feel to rock with the help of Union Station, her first album with them since 2004's Lonely Runs Both Ways.",76,8.1,https://static.metacritic.com/images/products/music/8/9e621171c068ded28494a3a499e56102-98.jpg
Wonderland,CEO,"February 4, 2014","This is the second full-length solo release from the former member of The Former Alliance, Erick Berglund.",76,8.6,https://static.metacritic.com/images/products/music/4/ac475769a8c2dd9dd69a9efd9b7b4e93-98.jpg
Kids,Noga Erez,"March 26, 2021","The second full-length release for the Israeli electronic pop artist/producer features guest appearances from BLIMES, Reo Cragun and ROUSSO.",76,7.8,https://static.metacritic.com/images/products/music/4/fa36e27fab425794e5606930286b7bb3-98.jpg
Confess,Twin Shadow,"July 10, 2012",The follow-up to the singer's 2010 debut was self-produced and mixed by Michael H. Brauer.,76,7.2,https://static.metacritic.com/images/products/music/5/e62c73680f3113671c13421ccc1dadfe-98.jpg
Chopper,Kiwi Jr.,"August 12, 2022",The third full-length release for Canadian indie rock band Kiwi Jr. was produced by Dan Boeckner.,76,8.1,https://static.metacritic.com/images/products/music/4/a192ce90ba9e56e631382c58fa87baa0-98.jpg
Startisha,Naeem,"June 12, 2020","The first full-length release for the rapper as Naeem (previous albums were under the name Spank Rock) features guest appearances Amanda Blank, Micah James, Swamp Dogg, Velvet Negroni, and Justin Vernon.",76,8.4,https://static.metacritic.com/images/products/music/8/297022ca585f62568e4ea0219f34c8a0-98.jpg
You Only Live 2wice,Freddie Gibbs,"March 31, 2017","The third full-length studio release for the rapper features production from BADBADNOTGOOD, Aaron Bow, Crooklin, Dupri, DNYC3, ESVYBE, Kaytranada, Lambo, Jay Nari, Blair Norf, Pops, SLWJMZ, Speakerbomb, and Teddy Walton.",76,8.7,https://static.metacritic.com/images/products/music/5/b28eebc698b1d80faeacfbaf17653f7b-98.jpg
32 Levels,Clams Casino,"July 15, 2016","The debut full-length studio release for the hip-hop producer features guest appearances from  A$AP Rocky, Sam Dew, Mikky Ekko, Samuel T. Herring, Kelela, Lil B, Joe Newman, Vince Staples, and Kelly Zutrau.",76,8.7,https://static.metacritic.com/images/products/music/3/d3ef6c61230b5ed1a103f762f1451ac9-98.jpg
Herd Runners,Cherry Ghost,"May 20, 2014",The third full-length release for Simon Aldred's solo project was mixed with Dan Austin.,76,8.5,https://static.metacritic.com/images/products/music/6/6f049aab33e314eae47eef74786681e6-98.jpg
200 Tons Of Bad Luck,Crippled Black Phoenix,"April 14, 2009","The second album for the supergroup of musicians from such bands as Mogwai, Pantheist, Gonga, and Electric Wizard.",76,8.7,https://static.metacritic.com/images/products/music/9/b1b791f2e0695d57be043028389a9e9e-98.jpg
SweetSexySavage,Kehlani,"January 27, 2017","This is the debut full-length studio release for the Oakland R&B artist who was a finalist on the sixth season of ""America's Got Talent."" [The deluxe edition includes ""Gangsta,"" which also appears on the ""Suicide Squad"" film soundtrack.]",76,7.6,https://static.metacritic.com/images/products/music/6/f4f7074e8f0ec015f2b321b17534df62-98.jpg
Conor Oberst,Conor Oberst,"August 5, 2008",The first solo album released on CD for the Bright Eyes singer was recorded in Mexico.,76,8.3,https://static.metacritic.com/images/products/music/3/0b921e54f6b7772f39750ee3aea1c36d-98.jpg
Songs in A&E,Spiritualized,"May 27, 2008",Jason Pierce nearly died of pneumonia halfway through writing the group's sixth album.,76,8.5,https://static.metacritic.com/images/products/music/5/f7df68a23b42f1ef8cb387653129db54-98.jpg
You're Gonna Miss It All,Modern Baseball,"February 11, 2014",The second full-length release for the Philadelphia indie pop band was mastered by Will Yip.,76,6.4,https://static.metacritic.com/images/products/music/3/9d830072fcef5706db7b4c261c121cec-98.jpg
We Live in Rented Rooms,East River Pipe,"February 15, 2011",This is the seventh album for the singer-songwriter F.M. Cornog.,76,8.2,https://static.metacritic.com/images/products/music/0/89db7b6985fb877fdff5c5ce9cbc5b18-98.jpg
The Heat,Jesse Malin,"June 29, 2004","This is the second solo release for the former D Generation frontman. Malin's buddy Ryan Adams does not produce this time around, but he does appear on the album.",76,8.0,https://static.metacritic.com/images/products/music/6/c92bd27371ca2458843b63db6f790795-98.jpg
The Secret Of Elena's Tomb [EP],...And You Will Know Us by the Trail of Dead,"April 1, 2003","Trail of Dead fans waiting for the band's follow-up to 2002's 'Source Tags & Codes' will have to make do, for now, with this 5-track EP (which also contains three videos).",76,8.1,https://static.metacritic.com/images/products/music/9/69fdd9ffc94a935e641b97d134bbee86-98.jpg
I Might Be Wrong: Live Recordings,Radiohead,"November 13, 2001","Recorded during a 2000-2001 European tour, Radiohead's first live album contains just eight tracks: seven songs culled from 'Kid A' and 'Amnesiac,' plus long-time live staple ""True Love Waits.""",76,7.3,https://static.metacritic.com/images/products/music/4/e5487566ef764d71bdd6c6713ddc8276-98.jpg
Tin Can Trust,Los Lobos,"August 3, 2010","With influences ranging from Sonic Youth to My Bloody Valentine, this Los Angeles trio's second album mixes melodic dream pop, electronica, and rock.",76,8.4,https://static.metacritic.com/images/products/music/8/f86c41ad76ed2f26c4d2e188b5790a84-98.jpg
Deafman Glance,Ryley Walker,"May 18, 2018",The fourth full-length release for the Chicago singer-songwriter was produced with LeRoy Bach.,76,7.9,https://static.metacritic.com/images/products/music/8/191d3b3d9611c84974dbdc696c70e643-98.jpg
Hug of Thunder,Broken Social Scene,"July 7, 2017",The fifth full-length studio release for the Canadian alternative rock collective features many of the original members including Emily Haines and Jimmy Shaw of Metric; Amy Millan and Evan Cranley of Stars; Charles Spearin and Ohad Benchetrit of Do Make Say Think; and Leslie Feist.,76,8.3,https://static.metacritic.com/images/products/music/0/78ee035c245b891e931ec46929e81384-98.jpg
Have Some Faith in Magic,Errors,"January 31, 2012",The Scottish post-rock quartet aim for a pop sound on its third full-length album,76,7.7,https://static.metacritic.com/images/products/music/0/2685d7f9529dc4f6273a89449afd053a-98.jpg
Great Dismal,Nothing,"October 30, 2020",The fourth full-length release for the Philadelphia shoegaze band led by Domenic Palermo was produced by Grant Yip.,76,7.3,https://static.metacritic.com/images/products/music/0/4e3d26c4217905f53ba4c5715702a0db-98.jpg
Ferndorf,Hauschka,"October 7, 2008",The German musician releases his latest album of experimental electronic piano music.,76,7.4,https://static.metacritic.com/images/products/music/5/9e5d81d4fd5cb07a4108b79de37d65ed-98.jpg
Incorruptible Heart,Lavender Diamond,"September 25, 2012","Produced by OKGO's Damian Kulash Jr. and Dave Fridmann, the second full-length album for the Los Angeles-based quartet led by Becky Stark is its first release in five years.",76,7.7,https://static.metacritic.com/images/products/music/7/419b3832bbf983e1f4d96dd63832080d-98.jpg
CVI,Royal Thunder,"May 22, 2012",the debut full-length release for the Atlanta metal band was produced by Joey Jones.,76,8.4,https://static.metacritic.com/images/products/music/7/3d4fa97b1daf064638ad20c1d34d4939-98.jpg
Let It Burn,Ruthie Foster,"January 31, 2012","The Austin singer-songwriter releases an album of gospel, folk, R&B, and rock covers, featuring The Blind Boys of Alabama, William Bell, Ike Stubblefield, and members of the Funky Meters as guests.",76,8.6,https://static.metacritic.com/images/products/music/8/2bece73d2e2d96b80c5fdc08b24c8afc-98.jpg
Under Stellar Stream,Richard Youngs,"October 20, 2009",The British artist latest solo album features songs about homelife and fatherhood.,76,7.7,https://static.metacritic.com/images/products/music/2/56005195d23829b54168fbcfeac5a897-98.jpg
Warmth,Blondes,"August 11, 2017",The third full-length release for the Brooklyn duo of Sam Haar and Zach Steinman is their first on the R&S label.,76,8.7,https://static.metacritic.com/images/products/music/4/be8114a3ad4788e5248a3273a00640f0-98.jpg
Moh Lhean,Why?,"March 3, 2017",The fifth full-length studio release for the indie rock band led by Yoni Wolf was co-produced with Josiah Wolf.,76,7.9,https://static.metacritic.com/images/products/music/4/8e43b6488c56d418833af1c800887c54-98.jpg
Future Crayon,Broadcast,"August 22, 2006",This B-sides and rarities complilation contains 18 previously-released (although not always easy-to-find) tracks.,76,8.1,https://static.metacritic.com/images/products/music/3/10671f7197e6be34b331bb6fee634b18-98.jpg
Suit Yourself,Shelby Lynne,"May 24, 2005","The country singer was joined in a Nashville studio by Benmont Tench (The Heartbreakers), Michael Ward (The Wallflowers) and others on this latest release.",76,8.3,https://static.metacritic.com/images/products/music/6/0e247f205888b21ba18c4691247d5b91-98.jpg
Watch Me Fall,Jay Reatard,"August 18, 2009",The Tennessee-born artist releases his latest solo album on the Matador label.,76,6.7,https://static.metacritic.com/images/products/music/5/8b635e9cdb2ffdbb5f941c16882b39e2-98.jpg
Eskimo Snow,Why?,"September 22, 2009",The latest album for the California group was recorded during the Alopecia recording sessions.,76,8.5,https://static.metacritic.com/images/products/music/8/4c31a4ec95548ef92c45547ddf72629a-98.jpg
Traditional Synthesizer Music,Venetian Snares,"February 19, 2016",The latest release for Canadian electronic artist Aaron Funk features modular synthesizers.,76,7.3,https://static.metacritic.com/images/products/music/3/b30930c33026189a879de37259d233a5-98.jpg
"Easy Come, Easy Go",Marianne Faithfull,"March 17, 2009","The latest album for the English artist features guest appearances by Nick Cave, Cat Power, Rufus Wainwright, Keith Richards, and Antony Hegarty.",76,8.6,https://static.metacritic.com/images/products/music/5/392301deef258c1314c8c6a23757b39a-98.jpg
We Don't Even Live Here,P.O.S,"October 22, 2012","The fourth release for the Minnesota punk-rapper features guest appearances by Astronautalis, Isaac Gale of Marijuana Deathsquads, Mike Mictlan, Sims, and Justin Vernon of Bon Iver.",76,8.6,https://static.metacritic.com/images/products/music/7/d3777ad2a498e80cf61a266977ed9c6a-98.jpg
Vanishing Point,Mudhoney,"April 2, 2013",The ninth studio release for the Seattle quartet is its first new album since 2008's The Lucky Ones.,76,8.0,https://static.metacritic.com/images/products/music/9/a11caf80ef3519fe86166fb939e18a72-98.jpg
Themes for Dying Earth,Teen Daze,"February 10, 2017","The sixth full-length release for the ambient pop project of Jamison Isaak features contributions from Jon Anderson, Sean Carey, Nadia Hulett, Sound Of Ceres, and Dustin Wong.",76,8.7,https://static.metacritic.com/images/products/music/9/b5e5bd07276c08d41e11bf9af1358abf-98.jpg
